date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:14	57095/57095	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Jul%202021%2009:32:28%20GMT	https://pixner.net/paylio/paylio-v1/assets/css/plugin/animate.css	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/css/plugin/animate.css	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:15	76141/76141	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2012:04:50%20GMT	https://pixner.net/paylio/paylio-v1/assets/css/style.css	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/css/style.css	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:15	51340/51340	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2012:05:18%20GMT	https://pixner.net/paylio/paylio-v1/index.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/index.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:16	3294/3294	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2006:26:46%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/logo.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/logo.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:17	23400/23400	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/subscriptions.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/subscriptions.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:18	16380/16380	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/security.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/security.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:18	59191/59191	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/fees.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/fees.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:18	25744/25744	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/business-account.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/business-account.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:20	30290/30290	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/corporate-card.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/corporate-card.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:20	27791/27791	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/expense-management.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/expense-management.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:20	23450/23450	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/budgeting-and-analytics.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/budgeting-and-analytics.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:21	18969/18969	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/integrations.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/integrations.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:21	20602/20602	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/invoice-management.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/invoice-management.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:22	106275/106275	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/rewards.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/rewards.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:22	32236/32236	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:18:36%20GMT	https://pixner.net/paylio/paylio-v1/about-us.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/about-us.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:23	41398/41398	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/career.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/career.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:23	18557/18557	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/career-details.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/career-details.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:24	110462/110462	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/blog.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/blog.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:24	24401/24401	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/blog-details.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/blog-details.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:25	2774/2774	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/error.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/error.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:26	39551/39551	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/help-center.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/help-center.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:26	142805/142805	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/help-center-category.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/help-center-category.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:27	10527/10527	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/login.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/login.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:28	10348/10348	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/sign-up.html	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/sign-up.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:28	43038/43038	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2001:08:38%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/payment-illus-2.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/payment-illus-2.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:29	26932/26932	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2003:43:40%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/payment-illus.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/payment-illus.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:30	67141/67141	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2001:08:00%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/global-payment-2.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/global-payment-2.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:32	1835/1835	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2005:01:34%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-1.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-1.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:33	2619/2619	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2005:01:54%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-2.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-2.png	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
16:15:34	4446/4446	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Mar%202022%2005:02:08%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-3.png	E:/Code/Main%20Projects/investment_app/money_transfer/frontend/worldwirepay_landingpage/pixner.net/paylio/paylio-v1/assets/images/icon/features-icon-3.html	(from https://pixner.net/paylio/paylio-v1/payments-01.html)
